material,items,organization
,Appliances: Household,Lets Do It World
,"Cups, Plates, Tableware, Dishes",Lets Do It World
,Other Glass,Lets Do It World
,Rubber Bands,Lets Do It World
,Pipes & Rebar,Lets Do It World
,Pipes (plastic/PVC),Lets Do It World
,Inner-Tubes & Rubber Sheets,Lets Do It World
,Other Rubber,Lets Do It World
,Rubber Fragments,Lets Do It World
,Foam Insulation & Packaging,Lets Do It World
,Strapping Bands (metal),Lets Do It World
,Strapping Bands (plastic),Lets Do It World
,Sheeting,Lets Do It World
,Tampons,Lets Do It World
,Tampon Applicators,Lets Do It World
,Syringes (glass),Lets Do It World
,Syringes (plastic),Lets Do It World
,Diapers/Nappies,Lets Do It World
,Condoms,Lets Do It World
,"Cups, Plates, Tableware, Dishes (metal)",Lets Do It World
,"Forks, Knives, Spoons (cutlery)",Lets Do It World
,Bags (burlap/hessian),Lets Do It World
,Bags (cloth),Lets Do It World
,Drums: 55 gallon,Lets Do It World
,"Gas Bottles/Cylinder, Drums",Lets Do It World
,"Bottles: Bleach, Cleaner",Lets Do It World
,Bottles: Oil/Lube,Lets Do It World
,"Buckets, Drums, & Jerry Cans",Lets Do It World
,Bait Containers/Packaging,Lets Do It World
,"Containers: Fast Food, Lunch Boxes",Lets Do It World
,Wrappers (foil/metal),Lets Do It World
,Toys,Lets Do It World
,Scuba Weights,Lets Do It World
,Balls,Lets Do It World
,Scuba & Snorkel Gear,Lets Do It World
,"Batteries: AA, AAA, etc.",Lets Do It World
,Batteries: Car or boat,Lets Do It World
,Cars & Car Parts,Lets Do It World
,Fishing: traps & pots,Lets Do It World
,Fishing: Traps & Pots,Lets Do It World
,Fishing: Traps & Pots,Lets Do It World
,Fising: Traps & Pots,Lets Do It World
,Other Mixed,Lets Do It World
,Rope & String (cloth),Lets Do It World
,Rope (plastic/nylon),Lets Do It World
,"Fishing: Sinkers, Lures, Hooks",Lets Do It World
,Fishing: Line,Lets Do It World
,"Fishing: Lures, Rods/Poles",Lets Do It World
,Buoys (glass),Lets Do It World
,Buoys & Floats (plastic & foamed),Lets Do It World
,Pallets,Lets Do It World
,Cardboard: Packaging & Cartons,Lets Do It World
,"Paper: Books, Newspapers, Magazines, etc.",Lets Do It World
,Paper/Cardboard Fragments,Lets Do It World
,Other Paper,Lets Do It World
,"Bricks, Cinderblocks, Chunks of Cement",Lets Do It World
,Lumber (processed or cut/milled wood),Lets Do It World
,Wood Fragments,Lets Do It World
,Other wood,Lets Do It World
,Bags (paper),Lets Do It World
,"Towels, Rags",Lets Do It World
,Gloves (cloth),Lets Do It World
,Cloth Fragments,Lets Do It World
,Other Cloth,Lets Do It World
,Clothing,Lets Do It World
,"Shoes, Flip Flops, Sandals, Tennis, etc.",Lets Do It World
,Tires/Tyres,Lets Do It World
,Jars: Food (glass),Lets Do It World
,Beverage Bottles (glass),Lets Do It World
,Caps & Lids (metal),Lets Do It World
,Pull Tabs: Beverages,Lets Do It World
,Beverage Cans (aluminum),Lets Do It World
,"Cans: Food, Juice, Other (tin)",Lets Do It World
,Aerosol/Spray Cans,Lets Do It World
,"Straws, Stirrers",Lets Do It World
,"Six-Pack Rings, Ring Carriers",Lets Do It World
,Plastic Fragments,Lets Do It World
,Cotton Bud Sticks,Lets Do It World
,Toothbrushes,Lets Do It World
,Gloves (rubber),Lets Do It World
,Gloves (latex),Lets Do It World
,Food Wrappers (plastic),Lets Do It World
,"Cups, Plastes, Forks, Knives, Spoons",Lets Do It World
,Cigarette Filters,Lets Do It World
,Cigar Tips,Lets Do It World
,Cigarette Lighters,Lets Do It World
,Tobacco Packaging & Wrappers,Lets Do It World
,Caps & Lids (plastic),Lets Do It World
,Beverage Bottles: Less than 2 litres,Lets Do It World
,Beverage Bottles: 2 Litres or more,Lets Do It World
,Balloons,Lets Do It World
,Bags: Grocery/Retail (plastic),Lets Do It World
,Bags: Trash (plastic),Lets Do It World
,Mesh Bags,Lets Do It World
,Other Jugs or Containers,Marine Debris Items
,Non-food related plastic packaging,Marine Debris Items
,Metal fragments,Marine Debris Items
,Glass fragments,Marine Debris Items
,Fishing nets,Marine Debris Items
,Paper Cups,Marine Debris Items
,Fireworks,Marine Debris Items
,Rubber fragments,Marine Debris Items
,Styrofoam packaging,Marine Debris Items
,Plastic or Foam Fragments,Marine Debris Items
,Chemicals and chemical containers,Marine Debris Items
,Toys (plastic),Marine Debris Items
,Batteries (acidic and alkaline),Marine Debris Items
,Crab/Lobster/Fish trap parts,Marine Debris Items
,Test Item,Marine Debris Items
,Other,Marine Debris Items
,Rope or Net Pieces (non-nylon),Marine Debris Items
,Plastic rope / Small Net Pieces,Marine Debris Items
,Fishing lures and lines,Marine Debris Items
,Buoys and floats,Marine Debris Items
,Pallets,Marine Debris Items
,Paper and Cardboard,Marine Debris Items
,Food wrappers (paper),Marine Debris Items
,Lumber/Building Materials,Marine Debris Items
,Paper Bags,Marine Debris Items
,Towels or rags,Marine Debris Items
,Gloves (non-rubber),Marine Debris Items
,Fabric pieces,Marine Debris Items
,Clothing and Shoes,Marine Debris Items
,Tires,Marine Debris Items
,Flip-flops,Marine Debris Items
,Glass Jars,Marine Debris Items
,Glass Bottle,Marine Debris Items
,Metal Bottle Caps,Marine Debris Items
,Aluminum or tin cans,Marine Debris Items
,Aerosol cans,Marine Debris Items
,Straws,Marine Debris Items
,Six-pack rings,Marine Debris Items
,Plastic Utensils,Marine Debris Items
,Hard plastic fragments,Marine Debris Items
,Foam fragments,Marine Debris Items
,Film fragments,Marine Debris Items
,Personal care products,Marine Debris Items
,Rubber Gloves,Marine Debris Items
,Food Wrappers,Marine Debris Items
,Foam or Plastic Cups,Marine Debris Items
,Cigarettes,Marine Debris Items
,Cigar Tips,Marine Debris Items
,Disposable cigarette lighters,Marine Debris Items
,Cigarette or tobacco packaging,Marine Debris Items
,Bottle or Container Caps,Marine Debris Items
,Beverage Bottles,Marine Debris Items
,Latex balloons,Marine Debris Items
,Balloons - Mylar,Marine Debris Items
,Plastic Bags,Marine Debris Items
,Bait ContainersPackaging (plastic),Marine Debris List
,Bait ContainersPackaging (styrofoam),Marine Debris List
,CrabLobsterFish Traps(metal),Marine Debris List
,CrabLobsterFish Traps(plastic),Marine Debris List
,temp,Marine Debris List
,temp,Marine Debris List
,temp,Marine Debris List
,Rope < 1 meter,Marine Debris List
,Rope > 1 meter,Marine Debris List
,FloatsBuoys (plastic),Marine Debris List
,FloatsBuoys (styrofoam),Marine Debris List
,FloatsBuoys (metal),Marine Debris List
,Gloves (textile),Marine Debris List
,Gloves (plastic),Marine Debris List
,Tampons or Tampon Applicators,Medical and Personal Hygiene
,Syringes,Medical and Personal Hygiene
,Diapers,Medical and Personal Hygiene
,Condoms,Medical and Personal Hygiene
,End of Micoplastic Sampling,Microplastics
,Start Microplastic Sampling,Microplastics
,Microplastic Sampling Track,Microplastics
,Test Item,Microplastics
,0 Microplastic Pieces,Microplastics
,Less than 100 Microplastic Pieces,Microplastics
,"Less than 1,000 Microplastic Pieces",Microplastics
,"Less than 5,000 Microplastic Pieces",Microplastics
,"Less than 10,000 Microplastic Pieces",Microplastics
,"Less than 20,000 Microplastic Pieces",Microplastics
,"Less than 50,000 Microplastic Pieces",Microplastics
,"Less than 100,000 Microplastic Pieces",Microplastics
,"Less than 150,000 Microplastic Pieces",Microplastics
,"Less than 200,000 Microplastic Pieces",Microplastics
,"200,000 or more Microplastic Pieces",Microplastics
,Unknown number of Microplastic Pieces,Microplastics
,Waste Pile,Nat Geo Source to Sea Expedition List
,Ash Pile,Nat Geo Source to Sea Expedition List
,Waste Accumulation Zone,Nat Geo Source to Sea Expedition List
,Canal,Nat Geo Source to Sea Expedition List
,Stormdrain,Nat Geo Source to Sea Expedition List
,Junk Shop,Nat Geo Source to Sea Expedition List
,Recyclables Sorting Space,Nat Geo Source to Sea Expedition List
,Informal Collection Space,Nat Geo Source to Sea Expedition List
,Informal Sorting Space,Nat Geo Source to Sea Expedition List
,Other,Nat Geo Source to Sea Expedition List
,Trash,Nat Geo Source to Sea Expedition List
,Trash Overflowing,Nat Geo Source to Sea Expedition List
,Trash for Store/Kiosk,Nat Geo Source to Sea Expedition List
,Trash for Store/Kiosk Overflowing,Nat Geo Source to Sea Expedition List
,General Recycling,Nat Geo Source to Sea Expedition List
,General Recycling Overflowing,Nat Geo Source to Sea Expedition List
,Plastic Recycling,Nat Geo Source to Sea Expedition List
,Plastic Recycling Overflowing,Nat Geo Source to Sea Expedition List
,Paper Recycling,Nat Geo Source to Sea Expedition List
,Paper Recycling Overflowing,Nat Geo Source to Sea Expedition List
,Metal Recycling,Nat Geo Source to Sea Expedition List
,Metal Recycling Overflowing,Nat Geo Source to Sea Expedition List
,Glass Recycling,Nat Geo Source to Sea Expedition List
,Glass Recycling Overflowing,Nat Geo Source to Sea Expedition List
,Compost,Nat Geo Source to Sea Expedition List
,Compost Overflowing,Nat Geo Source to Sea Expedition List
,Dumpster,Nat Geo Source to Sea Expedition List
,Dumpster Overflowing,Nat Geo Source to Sea Expedition List
,Other,Nat Geo Source to Sea Expedition List
,Convenience,Nat Geo Source to Sea Expedition List
,Grocery,Nat Geo Source to Sea Expedition List
,Street Vendor,Nat Geo Source to Sea Expedition List
,Non-Food Retail,Nat Geo Source to Sea Expedition List
,Other Store,Nat Geo Source to Sea Expedition List
,Street Food Stands,Nat Geo Source to Sea Expedition List
,Coffee/Tea Shop,Nat Geo Source to Sea Expedition List
,Fast Food,Nat Geo Source to Sea Expedition List
,Sit-Down Restuarant,Nat Geo Source to Sea Expedition List
,Other Restaurant,Nat Geo Source to Sea Expedition List
,Bulk Bags,Nat Geo Source to Sea Expedition List
,Blister pack,Nat Geo Source to Sea Expedition List
,Tobacco Sachets,Nat Geo Source to Sea Expedition List
,Personal Care Product Sachets,Nat Geo Source to Sea Expedition List
,Plastic String,Nat Geo Source to Sea Expedition List
,E-Waste Fragments,Nat Geo Source to Sea Expedition List
,Other C&D,Nat Geo Source to Sea Expedition List
,"Bolts, Nails, and Screws",Nat Geo Source to Sea Expedition List
,Aggregate & Brick,Nat Geo Source to Sea Expedition List
,Other Paper,Nat Geo Source to Sea Expedition List
,Receipts,Nat Geo Source to Sea Expedition List
,Paper Food Box,Nat Geo Source to Sea Expedition List
,Other Cloth,Nat Geo Source to Sea Expedition List
,Alumninum Foil,Nat Geo Source to Sea Expedition List
,Street Food Bowl,Nat Geo Source to Sea Expedition List
,To Go Ware (Multimaterial),Nat Geo Source to Sea Expedition List
,Juicebox/Coated Paperboard,Nat Geo Source to Sea Expedition List
,Other Fishing Gear,Nat Geo Source to Sea Expedition List
,Other Plastic,Nat Geo Source to Sea Expedition List
,Other Tobacco Product,Nat Geo Source to Sea Expedition List
,Other Personal Care Product,Nat Geo Source to Sea Expedition List
,Other Food Plastic,Nat Geo Source to Sea Expedition List
,Glass Fragments,Nat Geo Source to Sea Expedition List
,Other Metal,Nat Geo Source to Sea Expedition List
,Food Waste,Nat Geo Source to Sea Expedition List
,Other Organic Waste,Nat Geo Source to Sea Expedition List
,Plastic Net or Net Pieces,Nat Geo Source to Sea Expedition List
,Other E-Waste,Nat Geo Source to Sea Expedition List
,Other Glass,Nat Geo Source to Sea Expedition List
,Rubber Bands,Nat Geo Source to Sea Expedition List
,Styrofoam Container,Nat Geo Source to Sea Expedition List
,Batteries,Nat Geo Source to Sea Expedition List
,Land-Based Drift Card Drop Point,Nat Geo Source to Sea Expedition List
,Water-Based Drift Card Drop Point,Nat Geo Source to Sea Expedition List
,Quadrat Sample,Nat Geo Source to Sea Expedition List
,Schools,Nat Geo Source to Sea Expedition List
,Parks/Green Space,Nat Geo Source to Sea Expedition List
,Bus Stop,Nat Geo Source to Sea Expedition List
,Park Benches,Nat Geo Source to Sea Expedition List
,Religious Practice Site,Nat Geo Source to Sea Expedition List
,Air Sample Location,Nat Geo Source to Sea Expedition List
,Other Litter Item,Nat Geo Source to Sea Expedition List
,Test Item,Nat Geo Source to Sea Expedition List
,Popsicle Stick,Nat Geo Source to Sea Expedition List
,Plastic Rope,Nat Geo Source to Sea Expedition List
,Fishing Lures,Nat Geo Source to Sea Expedition List
,Fishing Line,Nat Geo Source to Sea Expedition List
,Buoys and Floats,Nat Geo Source to Sea Expedition List
,Corregated Cardboard,Nat Geo Source to Sea Expedition List
,Paper,Nat Geo Source to Sea Expedition List
,Lumber,Nat Geo Source to Sea Expedition List
,Building Materials,Nat Geo Source to Sea Expedition List
,Paper Bags,Nat Geo Source to Sea Expedition List
,Towels or Rags,Nat Geo Source to Sea Expedition List
,Fabric Pieces,Nat Geo Source to Sea Expedition List
,Clothing,Nat Geo Source to Sea Expedition List
,Tires,Nat Geo Source to Sea Expedition List
,Plastic Shoes & Flip Flops,Nat Geo Source to Sea Expedition List
,Glass Bottle,Nat Geo Source to Sea Expedition List
,Metal Bottle Caps,Nat Geo Source to Sea Expedition List
,Alumnium or Tin Cans,Nat Geo Source to Sea Expedition List
,Straws,Nat Geo Source to Sea Expedition List
,Industrial Plastic Pellets,Nat Geo Source to Sea Expedition List
,Sheetlike User Plastics,Nat Geo Source to Sea Expedition List
,Threadlike User Plastics,Nat Geo Source to Sea Expedition List
,Foamed User Plastics,Nat Geo Source to Sea Expedition List
,Hard Plastic Fragments,Nat Geo Source to Sea Expedition List
,Other Fragments,Nat Geo Source to Sea Expedition List
,Cotton Buds,Nat Geo Source to Sea Expedition List
,Toothbrushes,Nat Geo Source to Sea Expedition List
,Personal Care Product Tube,Nat Geo Source to Sea Expedition List
,"HDPE Container (Shampoo bottles, Milk Jugs, etc.)",Nat Geo Source to Sea Expedition List
,Plastic Food Wrapper,Nat Geo Source to Sea Expedition List
,Foam or Plastic Cups/Lids,Nat Geo Source to Sea Expedition List
,Cigaerettes,Nat Geo Source to Sea Expedition List
,Cigarette Lighters & Packaging,Nat Geo Source to Sea Expedition List
,Plastic Bottle Cap,Nat Geo Source to Sea Expedition List
,Plastic Bottle,Nat Geo Source to Sea Expedition List
,Retail Bag,Nat Geo Source to Sea Expedition List
,Take-Out Food Bag,Nat Geo Source to Sea Expedition List
,Light bulbs or Tubes,Ocean and Waterway Activities
,Fishing Nets,Ocean and Waterway Activities
,Crates,Ocean and Waterway Activities
,Strapping Bands,Ocean and Waterway Activities
,Plastic sheeting or Tarps,Ocean and Waterway Activities
,Bleach or Cleaner Bottles,Ocean and Waterway Activities
,Oil or Lube Bottles,Ocean and Waterway Activities
,Bair containers or Packaging,Ocean and Waterway Activities
,Crab or Lobster or Fish Traps,Ocean and Waterway Activities
,Rope,Ocean and Waterway Activities
,Fishing Line,Ocean and Waterway Activities
,Fishing Lures or Light Sticks,Ocean and Waterway Activities
,Buoys or Floats,Ocean and Waterway Activities
,Pallets,Ocean and Waterway Activities
,Other Plastic/Foam Packaging,Ocean Conservancy ICC List
,Other Plastic Bottles,Ocean Conservancy ICC List
,Glass Pieces,Ocean Conservancy ICC List
,Glass Pieces,Ocean Conservancy ICC List
,Appliances,Ocean Conservancy ICC List
,Fishing Net & Pieces,Ocean Conservancy ICC List
,Cups & Plates (Paper),Ocean Conservancy ICC List
,Fireworks,Ocean Conservancy ICC List
,Strapping Bands,Ocean Conservancy ICC List
,Tampons/Tampon Applicators,Ocean Conservancy ICC List
,Syringes,Ocean Conservancy ICC List
,Diapers,Ocean Conservancy ICC List
,Condoms,Ocean Conservancy ICC List
,Take Out/Away Containers (Plastic),Ocean Conservancy ICC List
,Take Out/Away Containers (Foam),Ocean Conservancy ICC List
,Dead or Injured Animal,Ocean Conservancy ICC List
,Toys,Ocean Conservancy ICC List
,Test Item,Ocean Conservancy ICC List
,Other,Ocean Conservancy ICC List
,Rope,Ocean Conservancy ICC List
,Fishing Line,Ocean Conservancy ICC List
,"Fishing Buoys, Pots & Traps",Ocean Conservancy ICC List
,Construction Materials,Ocean Conservancy ICC List
,Paper Bags,Ocean Conservancy ICC List
,Towels,Ocean Conservancy ICC List
,Clothing,Ocean Conservancy ICC List
,Shoes,Ocean Conservancy ICC List
,Tires,Ocean Conservancy ICC List
,Beverage Bottles (Glass),Ocean Conservancy ICC List
,Bottle Caps (Metal),Ocean Conservancy ICC List
,Beverage Cans,Ocean Conservancy ICC List
,Straws/Stirrers,Ocean Conservancy ICC List
,6-Pack Holders,Ocean Conservancy ICC List
,"Forks, Knives, Spoons",Ocean Conservancy ICC List
,Foam Pieces,Ocean Conservancy ICC List
,Plastic Pieces,Ocean Conservancy ICC List
,Foam Pieces,Ocean Conservancy ICC List
,Plastic Pieces,Ocean Conservancy ICC List
,Food Wrappers,Ocean Conservancy ICC List
,Cups & Plates (Plastic),Ocean Conservancy ICC List
,Cups & Plates (Foam),Ocean Conservancy ICC List
,Cigar Tips,Ocean Conservancy ICC List
,Cigarrette Butts,Ocean Conservancy ICC List
,Cigarette Lighters,Ocean Conservancy ICC List
,Tobacco Packaging/Wrap,Ocean Conservancy ICC List
,Bottle Caps (Plastic),Ocean Conservancy ICC List
,Lids (Plastic),Ocean Conservancy ICC List
,Beverage Bottles (Plastic),Ocean Conservancy ICC List
,Balloons,Ocean Conservancy ICC List
,Grocery Bags (Plastic),Ocean Conservancy ICC List
,Other Plastic Bags,Ocean Conservancy ICC List
,Time,Open Ocean Hourly Observations
,Ship Speed,Open Ocean Hourly Observations
,Ship Heading,Open Ocean Hourly Observations
,Wind Speed,Open Ocean Hourly Observations
,Wind Direction,Open Ocean Hourly Observations
,Visability,Open Ocean Hourly Observations
,Marine Debris,Open Ocean Hourly Observations
,Your Inititals,Open Ocean Hourly Observations
,Fish,Open Ocean Hourly Observations
,Turtle,Open Ocean Hourly Observations
,Mammals,Open Ocean Hourly Observations
,Sea Birds,Open Ocean Hourly Observations
,Sargassum Clump,Open Ocean Hourly Observations
,Sargassum Fragment,Open Ocean Hourly Observations
,Sargassum Windrow,Open Ocean Hourly Observations
,Sewage related debris,Our Ocean Youth Summit
,Agricultural tarpaulin and packaging,Our Ocean Youth Summit
,Test item,Our Ocean Youth Summit
,common household items,Our Ocean Youth Summit
,Other identifiable items,Our Ocean Youth Summit
,Unknown items,Our Ocean Youth Summit
,Fisheries and mariculture tackles,Our Ocean Youth Summit
,Recreational fishing and hunting,Our Ocean Youth Summit
,Industrial packaging and construction debris,Our Ocean Youth Summit
,Food and beverage packaging,Our Ocean Youth Summit
,Smoking-related items,Our Ocean Youth Summit
,Metal pieces,Rozalia Project Long List
,Shotgun shells/wadding,Rozalia Project Long List
,Glass pieces,Rozalia Project Long List
,Type of cleanup,Rozalia Project Long List
,Location cleaned,Rozalia Project Long List
,Type of shoreline,Rozalia Project Long List
,Distance cleaned,Rozalia Project Long List
,Weather,Rozalia Project Long List
,Start time,Rozalia Project Long List
,End time,Rozalia Project Long List
,Recent weather or human events,Rozalia Project Long List
,Most unusual item,Rozalia Project Long List
,Your name,Rozalia Project Long List
,"Office supplies, pens, etc.",Rozalia Project Long List
,Fishing nets,Rozalia Project Long List
,Monofilament net/fiber up to 5mm,Rozalia Project Long List
,Monofilament net/fiber 5-30mm,Rozalia Project Long List
,Monofilament net larger than 30mm,Rozalia Project Long List
,Paper/tissue/napkin,Rozalia Project Long List
,Home and garden items,Rozalia Project Long List
,Microplastic: resin pellets,Rozalia Project Long List
,Lobster claw bands,Rozalia Project Long List
,Rubber pieces,Rozalia Project Long List
,Shipping/packaging,Rozalia Project Long List
,Shipping/packaging,Rozalia Project Long List
,Strapping bands/zip ties,Rozalia Project Long List
,Plastic sheeting/tape,Rozalia Project Long List
,Tampons/applicators,Rozalia Project Long List
,Diapers,Rozalia Project Long List
,Condoms,Rozalia Project Long List
,Bleach/cleaner bottles,Rozalia Project Long List
,Oil/lube bottles,Rozalia Project Long List
,Bait containers/crates,Rozalia Project Long List
,Plastic take-away containers,Rozalia Project Long List
,Foam take-away containers,Rozalia Project Long List
,Toys,Rozalia Project Long List
,Cans,Rozalia Project Long List
,Batteries,Rozalia Project Long List
,Car/boat parts,Rozalia Project Long List
,Derelict traps/trap pieces,Rozalia Project Long List
,Test item,Rozalia Project Long List
,Other,Rozalia Project Long List
,Rope,Rozalia Project Long List
,Fishing lures/light sticks,Rozalia Project Long List
,Buoys/floats,Rozalia Project Long List
,Paper cups/plates,Rozalia Project Long List
,Paper bags,Rozalia Project Long List
,Fabric pieces,Rozalia Project Long List
,Shoes,Rozalia Project Long List
,Clothing/towel/gloves,Rozalia Project Long List
,Sunglasses,Rozalia Project Long List
,Tires,Rozalia Project Long List
,Glass bottles,Rozalia Project Long List
,Metal caps/lids,Rozalia Project Long List
,Straws/stirrers,Rozalia Project Long List
,Utensils,Rozalia Project Long List
,Microplastic up to 5mm,Rozalia Project Long List
,Micro-foam up to 5mm,Rozalia Project Long List
,Small plastic 5-30mm,Rozalia Project Long List
,Small foam 5-30mm,Rozalia Project Long List
,Large plastic larger than 30mm,Rozalia Project Long List
,Large foam larger than 30mm,Rozalia Project Long List
,Microplastic: exfoliant beads,Rozalia Project Long List
,Personal hygiene,Rozalia Project Long List
,Wipes/oil sorbs,Rozalia Project Long List
,Food wrappers,Rozalia Project Long List
,Plastic cups/plates,Rozalia Project Long List
,Foam cups/plates,Rozalia Project Long List
,Cigarrettes,Rozalia Project Long List
,Cigar tips,Rozalia Project Long List
,Lighters,Rozalia Project Long List
,Plastic bottle caps,Rozalia Project Long List
,"Plastic lids: coffee, jars, etc.",Rozalia Project Long List
,Plastic drink bottles,Rozalia Project Long List
,Balloons,Rozalia Project Long List
,Plastic bags,Rozalia Project Long List
,Metal pieces,Rozalia Project Short List
,Shotgun shells/wadding,Rozalia Project Short List
,Glass pieces,Rozalia Project Short List
,Type of cleanup,Rozalia Project Short List
,Name of location cleaned,Rozalia Project Short List
,Type of shoreline,Rozalia Project Short List
,Distance cleaned,Rozalia Project Short List
,Weather,Rozalia Project Short List
,Start time,Rozalia Project Short List
,End time,Rozalia Project Short List
,State of the tide,Rozalia Project Short List
,Recent weather or human events,Rozalia Project Short List
,Most unusual item,Rozalia Project Short List
,Your name,Rozalia Project Short List
,Other notes,Rozalia Project Short List
,"Office supplies, pens, etc.",Rozalia Project Short List
,Fishing nets,Rozalia Project Short List
,Paper cups/plates/containers,Rozalia Project Short List
,Paper/napkins/tissues,Rozalia Project Short List
,Home and garden items,Rozalia Project Short List
,Rubber pieces,Rozalia Project Short List
,Shipping/packaging,Rozalia Project Short List
,Shipping/packaging,Rozalia Project Short List
,Plastic sheeting/tape,Rozalia Project Short List
,Strapping bands/zip-ties,Rozalia Project Short List
,Bleach/cleaner/oil bottles,Rozalia Project Short List
,Bait containers/crates/lures,Rozalia Project Short List
,Plastic cups/plastes/containers,Rozalia Project Short List
,Foam cups/plates/containers,Rozalia Project Short List
,Toys,Rozalia Project Short List
,Cans,Rozalia Project Short List
,Car/boat parts,Rozalia Project Short List
,Derelict traps/trap pieces,Rozalia Project Short List
,Test item,Rozalia Project Short List
,Other,Rozalia Project Short List
,Rope,Rozalia Project Short List
,Monofilament/fishing line,Rozalia Project Short List
,Buoys/floats,Rozalia Project Short List
,Paper bags,Rozalia Project Short List
,Fabric pieces,Rozalia Project Short List
,Clothing/towels/gloves/shoes,Rozalia Project Short List
,Glass bottles,Rozalia Project Short List
,Metal caps/lids,Rozalia Project Short List
,Straws/stirrers,Rozalia Project Short List
,Utensils,Rozalia Project Short List
,Plastic pieces,Rozalia Project Short List
,Foam pieces,Rozalia Project Short List
,Personal hygiene,Rozalia Project Short List
,Wipes/oil sorbs,Rozalia Project Short List
,Food wrappers,Rozalia Project Short List
,Cigarettes/cigar tips,Rozalia Project Short List
,Plastic bottle caps,Rozalia Project Short List
,"Plastic lids (coffee, jars +)",Rozalia Project Short List
,Plastic drink bottles,Rozalia Project Short List
,Balloons,Rozalia Project Short List
,Plastic bags,Rozalia Project Short List
,Прозрачная пищевая пленка,Russian Waste Hub
,Упаковка из фольгированного пластика,Russian Waste Hub
,Другое,Russian Waste Hub
,Веревки или куски сетей (не нейлон),Russian Waste Hub
,Нейлоновые веревки/Мелкие куски сетей (нейлон),Russian Waste Hub
,Рыболовные приманки и лески,Russian Waste Hub
,Буи и поплавки,Russian Waste Hub
,Паллеты,Russian Waste Hub
,Бумага и картон,Russian Waste Hub
,Бумажная пищевая упаковка,Russian Waste Hub
,Древесина/Строительные материалы,Russian Waste Hub
,Бумажные пакеты с пластиковым слоем,Russian Waste Hub
,Бумажные пакеты,Russian Waste Hub
,Полотенца или ветошь,Russian Waste Hub
,Перчатки (нерезиновые/нетканые),Russian Waste Hub
,Куски ткани,Russian Waste Hub
,Одежда и обувь,Russian Waste Hub
,Шины,Russian Waste Hub
,Шлепки,Russian Waste Hub
,Стеклянные банки,Russian Waste Hub
,Стеклянные бутылки,Russian Waste Hub
,Металлические крышки от бутылок,Russian Waste Hub
,Алюминиевые или жестяные банки,Russian Waste Hub
,Аэрозольные баллончики,Russian Waste Hub
,Трубочки,Russian Waste Hub
,Упаковки-кольца от блока банок,Russian Waste Hub
,Одноразовые пластиковые приборы,Russian Waste Hub
,Куски пластика/вспененного пластика,Russian Waste Hub
,Средства личной гигиены и тара от них,Russian Waste Hub
,Пластиковые канистры и другая тара,Russian Waste Hub
,Резиновые перчатки,Russian Waste Hub
,Пластиковая пищевая упаковка,Russian Waste Hub
,Пластиковые стаканы,Russian Waste Hub
,Стаканы и посуда из вспененного пластика,Russian Waste Hub
,Пластиковая посуда,Russian Waste Hub
,Сигареты,Russian Waste Hub
,Упаковки от сигарет,Russian Waste Hub
,Зажигалки,Russian Waste Hub
,Пластиковые крышки от бутылок или контейнеров,Russian Waste Hub
,Пластиковые крышки от стаканов,Russian Waste Hub
,Пластиковые бутылки от напитков,Russian Waste Hub
,Воздушные шарики и/или лента от них,Russian Waste Hub
,Пластиковые пакеты,Russian Waste Hub
,Other Plastic Jugs or Containers,Sarasota Dolphin Research Program Debris Team
,Non-food related plastic packaging,Sarasota Dolphin Research Program Debris Team
,Fishing nets,Sarasota Dolphin Research Program Debris Team
,Paper Cups,Sarasota Dolphin Research Program Debris Team
,Fireworks,Sarasota Dolphin Research Program Debris Team
,Styrofoam packaging,Sarasota Dolphin Research Program Debris Team
,Chemicals and chemical containers,Sarasota Dolphin Research Program Debris Team
,Toys (plastic),Sarasota Dolphin Research Program Debris Team
,Batteries (acidic and alkaline),Sarasota Dolphin Research Program Debris Team
,Crab/Lobster/Fish trap parts,Sarasota Dolphin Research Program Debris Team
,Test Item,Sarasota Dolphin Research Program Debris Team
,Other,Sarasota Dolphin Research Program Debris Team
,Rope or Net Pieces (non-nylon),Sarasota Dolphin Research Program Debris Team
,Plastic rope / Small Net Pieces,Sarasota Dolphin Research Program Debris Team
,Fishing lures and lines,Sarasota Dolphin Research Program Debris Team
,Buoys and floats,Sarasota Dolphin Research Program Debris Team
,Pallets,Sarasota Dolphin Research Program Debris Team
,Paper and Cardboard,Sarasota Dolphin Research Program Debris Team
,Food wrappers (paper),Sarasota Dolphin Research Program Debris Team
,Lumber/Building Materials,Sarasota Dolphin Research Program Debris Team
,Paper Bags,Sarasota Dolphin Research Program Debris Team
,Towels or rags,Sarasota Dolphin Research Program Debris Team
,Gloves (non-rubber),Sarasota Dolphin Research Program Debris Team
,Fabric pieces,Sarasota Dolphin Research Program Debris Team
,Clothing and Shoes,Sarasota Dolphin Research Program Debris Team
,Tires,Sarasota Dolphin Research Program Debris Team
,Flip-flops,Sarasota Dolphin Research Program Debris Team
,Glass Jars,Sarasota Dolphin Research Program Debris Team
,Glass Bottle,Sarasota Dolphin Research Program Debris Team
,Metal Bottle Caps,Sarasota Dolphin Research Program Debris Team
,Aluminum or tin cans,Sarasota Dolphin Research Program Debris Team
,Aerosol cans,Sarasota Dolphin Research Program Debris Team
,Straws,Sarasota Dolphin Research Program Debris Team
